 Length,Indentation,Comments,Non-Dic,Keywords,Separators,Operators,Number of words,StopWords,Stop Word Ratio,Score,STD StopWord,STD Score ,
3195,0.032786885,0,15,25,16,8,534,267,0.083568075,0.002700044,0.955969177,-0.84922694,text
264,3.230769231,2,4,6,21,1,31,4,0.015151515,0.024191434,-0.711425664,0.33918665,code
290,0,0,3,3,4,0,46,22,0.075862069,0.004913793,0.768164428,-0.726812802,text
27,0,0,1,1,5,1,4,0,0,0.059259259,-1.08068653,2.27833906,code
2603,0,0,10,27,15,21,458,227,0.087207069,0.004389166,1.044655882,-0.755823191,text
355,3.875,2,6,7,29,3,41,7,0.01971831,0.025827465,-0.600127318,0.429654588,code
432,0,0,2,8,0,1,78,39,0.090277778,0.00150463,1.119492798,-0.915329981,text
335,3.875,2,5,7,26,1,38,7,0.020895522,0.023041045,-0.571437216,0.275573376,code
354,0,0,3,3,0,0,59,28,0.079096045,0.001483051,0.846980365,-0.916523227,text
7,0,0,0,2,0,0,2,0,0,0,-1.08068653,-0.99853178,code
181,0.166666667,0,0,2,0,1,31,15,0.082872928,0.001703499,0.9390276,-0.904333058,text
1364,6.270833333,2,22,15,139,6,142,10,0.007331378,0.027667553,-0.902011917,0.53140628,code
527,0,0,1,4,2,1,86,35,0.066413662,0.001755218,0.537895256,-0.901473135,text
20,0,0,0,0,0,1,4,3,0.15,0.015,2.574996046,-0.169073848,text
65,0,0,0,2,0,0,11,6,0.092307692,0,1.168964286,-0.99853178,text
110,0.666666667,0,4,1,13,8,12,3,0.027272727,0.055075758,-0.416016971,2.04700315,code
629,0,0,0,5,0,1,108,57,0.090620032,4.77E-04,1.127833945,-0.972157919,text
7,0,0,0,2,0,0,2,0,0,0,-1.08068653,-0.99853178,code
384,0,0,0,2,0,2,63,29,0.075520833,0.0015625,0.7598481,-0.912129912,text
81,1,0,0,2,2,0,14,7,0.086419753,0.00617284,1.02546804,-0.657191067,text
319,0,0,0,6,4,1,61,34,0.106583072,0.003761755,1.516872667,-0.790517252,text
8,0,0,0,2,0,0,2,0,0,0,-1.08068653,-0.99853178,text
625,0.076923077,0,1,10,0,1,109,52,0.0832,7.66E-04,0.946998739,-0.956165621,text
358,3.882352941,2,4,7,30,4,44,4,0.011173184,0.026100887,-0.808382427,0.444774085,code
4247,0.009708738,0,8,43,9,23,711,334,0.078643749,0.002431242,0.835957345,-0.864090907,text
253,0.842105263,0,6,8,22,1,27,0,0,0.02506761,-1.08068653,0.387636735,code
2235,0,0,9,23,3,0,370,193,0.086353468,0.001006711,1.023852581,-0.942863462,text
614,1.666666667,8,11,9,32,11,72,8,0.013029316,0.023629207,-0.763146241,0.308097119,code
444,0,0,4,3,0,0,70,35,0.078828829,0.001576577,0.840467977,-0.911351517,text
9,0,0,1,0,0,1,2,0,0,0.052777778,-1.08068653,1.919931312,text
292,0,0,0,3,0,0,49,23,0.078767123,0,0.838964138,-0.99853178,text
18,0,0,1,0,3,2,3,0,0,0.080555556,-1.08068653,3.455964518,code
332,0.1,0,1,4,2,0,60,33,0.09939759,0.00189759,1.341753731,-0.893600355,text
28,0,0,1,0,3,3,2,0,0,0.0625,-1.08068653,2.457542934,text
2113,0.019607843,0,8,12,12,3,325,132,0.062470421,0.002366768,0.441793672,-0.867656157,text
675,2.68,8,17,9,32,11,80,9,0.013333333,0.023124444,-0.755736968,0.280185144,code
1908,0.151515152,0,7,12,0,1,328,178,0.093291405,8.03E-04,1.192938552,-0.954115039,text
20,0,0,1,1,1,0,3,0,0,0.02,-1.08068653,0.107412129,code
419,0.1,0,3,8,0,2,82,46,0.109785203,0.002696897,1.594912491,-0.849400919,text
166,1.090909091,2,6,5,10,1,18,2,0.012048193,0.025027382,-0.787057407,0.385412268,code
316,0,0,0,3,0,1,56,29,0.091772152,9.49E-04,1.155912514,-0.946034442,text
246,1.714285714,2,10,6,15,2,25,2,0.008130081,0.02565331,-0.882546553,0.420024322,code
462,0,0,2,3,0,0,71,33,0.071428571,7.58E-04,0.660114697,-0.956639965,text
526,2.19047619,6,10,8,26,13,59,6,0.011406844,0.024923049,-0.802687855,0.379642935,code
193,0,0,0,5,0,0,35,16,0.082901554,0,0.939725256,-0.99853178,text
40,2,0,0,1,4,0,4,0,0,0.025,-1.08068653,0.383898106,text
639,0,0,3,8,0,1,120,66,0.103286385,0.00129108,1.436528389,-0.927138687,text
227,1.733333333,1,4,6,22,6,28,4,0.017621145,0.034302496,-0.651237769,0.898300063,code
848,0,0,0,7,0,1,163,109,0.128537736,3.54E-04,2.051934545,-0.978969093,text
31,0,0,1,0,3,1,5,2,0.064516129,0.037096774,0.491650062,1.052815792,code
153,0,0,0,4,0,2,23,9,0.058823529,0.003921569,0.35291448,-0.781680033,text
234,1.733333333,1,4,6,22,5,28,4,0.017094017,0.031994302,-0.664084527,0.77066339,code
1068,0,0,0,13,1,1,174,85,0.079588015,4.92E-04,0.858970267,-0.97134917,text
217,1.714285714,1,4,6,22,5,27,4,0.01843318,0.034496379,-0.631447504,0.909021242,code
6,0,0,0,0,0,0,0,0,0,0,-1.08068653,-0.99853178,text
226,1.857142857,1,4,6,22,4,27,4,0.017699115,0.031826802,-0.649337553,0.761401084,code
50,0,0,0,1,0,1,8,3,0.06,0.006,0.3815865,-0.666748607,text
10,0,0,1,0,0,2,3,0,0,0.0775,-1.08068653,3.287000866,code
46,0,0,0,1,0,0,8,3,0.065217391,0,0.508740677,-0.99853178,text
9,0,0,1,0,0,1,3,0,0,0.052777778,-1.08068653,1.919931312,code
437,0,0,1,2,0,3,74,44,0.100686499,0.002459954,1.373166,-0.86250321,text
11,0,0,1,0,0,2,3,0,0,0.070454545,-1.08068653,2.897406989,code
149,0.333333333,0,0,4,0,1,23,10,0.067114094,0.00212528,0.554965629,-0.881009776,text
8,0,0,1,0,0,1,2,0,0,0.059375,-1.08068653,2.284739199,text
68,0,0,0,1,0,1,12,8,0.117647059,0.004411765,1.78651549,-0.754573565,text
229,2.083333333,1,4,6,22,5,27,3,0.013100437,0.032769287,-0.761412943,0.813517874,code
137,0,0,0,1,0,2,24,15,0.109489051,0.004379562,1.587694912,-0.756354282,text
212,2.166666667,0,4,6,22,5,24,2,0.009433962,0.034237421,-0.850769387,0.894701601,code
2054,0.041666667,0,1,13,0,4,369,206,0.100292113,6.70E-04,1.363554335,-0.96145834,text
268,2.526315789,0,4,6,26,9,31,2,0.007462687,0.034986253,-0.898811775,0.936109887,code
102,0,0,1,0,2,1,17,9,0.088235294,0.009068627,1.069714985,-0.497062115,text
268,2.526315789,0,4,6,26,9,31,2,0.007462687,0.034986253,-0.898811775,0.936109887,code
220,0,0,3,3,0,0,39,20,0.090909091,0.002386364,1.134878667,-0.866572563,text
271,2,0,6,7,27,9,34,2,0.007380074,0.036623616,-0.900825149,1.026651484,code
1191,0,1,2,5,0,4,202,109,0.091519731,0.001511335,1.149760717,-0.914959192,text
35,0,0,1,0,3,1,5,0,0,0.032857143,-1.08068653,0.81837607,code
956,0.055555556,0,4,3,10,1,168,91,0.095188285,0.003402487,1.239167824,-0.810383779,text
204,1.692307692,1,3,6,23,3,22,1,0.004901961,0.033993213,-0.961219779,0.881197544,code
389,0,0,1,1,4,0,59,27,0.06940874,0.002763496,0.610888955,-0.845718193,text
164,1.307692308,1,0,6,15,6,21,1,0.006097561,0.033477955,-0.932081547,0.852705239,code
399,0,0,0,1,0,1,66,34,0.085213033,7.52E-04,0.996058793,-0.956954941,text
431,1.903225806,2,3,15,39,11,51,2,0.004640371,0.030615223,-0.967595035,0.694404212,code
223,0,0,0,2,0,2,37,21,0.094170404,0.002690583,1.214360827,-0.849750088,text
146,1.5,0,0,7,15,6,19,0,0,0.035958904,-1.08068653,0.989894768,code
4159,0.012195122,0,5,44,23,10,707,362,0.087040154,0.00217615,1.040587963,-0.878196763,text
127,1.6,0,0,8,14,2,14,0,0,0.03015748,-1.08068653,0.669092303,code
1063,0,0,1,18,7,8,162,67,0.063029163,0.003904045,0.455410883,-0.782649032,text
173,1.846153846,0,0,11,20,3,19,0,0,0.031747443,-1.08068653,0.757012797,code
189,0,0,0,2,0,1,26,10,0.052910053,0.001587302,0.20879586,-0.910758454,text
151,1.454545455,0,0,8,14,6,19,0,0,0.033263095,-1.08068653,0.840824058,code
1429,0,0,1,8,0,1,235,122,0.085374388,3.32E-04,0.999991213,-0.980150977,text
1093,3.936170213,0,22,30,101,19,116,3,0.002744739,0.029708882,-1.013793894,0.644286099,code
1575,0,0,20,13,16,1,271,111,0.07047619,0.004698413,0.636904014,-0.738722735,text
1344,2.966101695,0,55,45,122,30,173,2,0.001488095,0.03439234,-1.044419838,0.903268171,code
3213,0,0,22,17,15,7,530,260,0.080921257,0.002902272,0.891463008,-0.838044277,text
40,0,0,0,2,9,0,6,0,0,0.050625,-1.08068653,1.800888739,code
471,0.0625,0,0,1,2,1,80,43,0.091295117,0.001598992,1.144286588,-0.910112034,text
62,0,0,0,5,9,3,9,0,0,0.047177419,-1.08068653,1.610247198,code
1395,0,0,3,8,9,1,235,121,0.086738351,0.002043011,1.033232665,-0.885559015,text
69,0,0,1,0,15,5,7,0,0,0.073188406,-1.08068653,3.048581799,code
476,0,0,0,5,0,0,77,39,0.081932773,0,0.916114877,-0.99853178,text
96,0.333333333,0,0,5,15,7,14,0,0,0.057204861,-1.08068653,2.164736604,code
563,0.375,0,1,6,0,3,95,47,0.08348135,0.001942718,0.953855578,-0.891104946,text
106,0.333333333,0,0,5,14,6,16,0,0,0.046855346,-1.08068653,1.59243744,code
384,0.125,0,2,4,2,4,64,29,0.075520833,0.005224609,0.7598481,-0.709625534,text
85,0,0,0,7,15,3,12,0,0,0.050294118,-1.08068653,1.782591873,code
146,0,0,0,0,0,1,24,12,0.082191781,0.002054795,0.92242721,-0.884907406,text
85,0,0,7,2,10,2,11,0,0,0.047941176,-1.08068653,1.652480824,code
1034,0,0,7,9,1,0,169,73,0.070599613,0.001402321,0.639911974,-0.920987357,text
729,3.2,5,12,19,57,21,86,11,0.015089163,0.031049383,-0.712945256,0.718412004,code
2184,0.003021148,0,16,10,100,4,290,141,0.06456044,0.012133769,0.492729963,-0.327568395,text
264,3.125,0,2,11,37,9,30,0,0,0.043678977,-1.08068653,1.416793162,code
337,0,0,0,1,0,0,59,33,0.097922849,0,1.305812481,-0.99853178,text
364,4.476190476,0,4,13,48,10,37,0,0,0.040450026,-1.08068653,1.238241222,code
913,0,0,3,5,0,1,135,59,0.064622125,9.04E-04,0.494233309,-0.948564435,text
339,3.777777778,0,7,13,50,13,38,0,0,0.048861029,-1.08068653,1.703346099,code
1117,0,0,0,9,2,1,181,81,0.072515667,6.71E-04,0.686608538,-0.961402956,text
402,4.333333333,0,3,10,46,13,46,0,0,0.037292703,-1.08068653,1.063650114,code
461,0,0,0,2,0,1,72,33,0.071583514,6.51E-04,0.663890838,-0.96254662,text
308,2.238095238,1,6,6,24,12,40,9,0.029220779,0.033804886,-0.368540574,0.870783585,code
43,0,0,0,1,0,1,5,1,0.023255814,0.006976744,-0.513914038,-0.612737393,text
30,0,0,0,0,0,4,4,2,0.066666667,0.04,0.544061281,1.213356037,text
220,0,0,0,1,0,1,42,26,0.118181818,0.001363636,1.799548227,-0.923126513,text
339,2.304347826,1,6,7,26,13,44,9,0.026548673,0.032935745,-0.433663065,0.822722521,code
48,0,0,0,1,0,1,7,2,0.041666667,0.00625,-0.065219148,-0.652924308,text
30,0,0,0,0,0,4,4,2,0.066666667,0.04,0.544061281,1.213356037,text
714,0.052631579,0,0,2,2,1,127,77,0.107843137,0.001054106,1.547581988,-0.940242682,text
951,3.282608696,4,11,21,101,37,116,6,0.006309148,0.03881612,-0.926924907,1.147890812,code
208,0,0,0,5,0,1,33,13,0.0625,0.001442308,0.442514543,-0.918776209,text
220,2.545454545,2,3,5,16,0,27,4,0.018181818,0.02160124,-0.63757349,0.195956192,code
2101,0.05,0,6,22,4,4,341,164,0.078058068,0.001500476,0.821683587,-0.915559667,text
329,3.733333333,2,5,7,22,1,35,7,0.021276596,0.020704154,-0.562149994,0.14634987,code
1323,0,0,3,17,4,1,230,122,0.092214664,0.001303855,1.166697064,-0.926432262,text
34,0,0,1,0,3,2,5,0,0,0.042647059,-1.08068653,1.359730966,code
1729,0.025,0,1,9,6,3,298,152,0.087912088,0.001403268,1.061838056,-0.920935007,text
495,4.260869565,0,7,12,36,5,52,10,0.02020202,0.022299078,-0.588338708,0.234544679,code
200,0,0,0,2,1,1,34,14,0.07,0.002625,0.625298672,-0.853376642,text
24,0,0,1,0,2,2,5,0,0,0.051041667,-1.08068653,1.823929237,text
1807,0.024390244,0,1,12,10,2,316,163,0.090204759,0.00167472,1.117713248,-0.905924446,text
322,4.2,1,7,8,24,3,30,4,0.01242236,0.024798137,-0.777938491,0.372735629,code
556,0,0,1,8,0,1,94,43,0.077338129,8.54E-04,0.80413782,-0.951290471,text
953,3.025641026,9,28,15,45,18,106,15,0.015739769,0.023952027,-0.697089198,0.325948157,code
170,0.1,0,1,0,0,1,26,13,0.076470588,0.002823529,0.782994783,-0.842398522,text
60,0,0,3,1,3,1,6,0,0,0.025,-1.08068653,0.383898106,code
174,0.333333333,0,4,1,0,0,26,13,0.074712644,0.004118774,0.740151535,-0.770775132,text
47,0,0,4,1,3,1,5,0,0,0.035638298,-1.08068653,0.972166142,code
636,0.277777778,0,9,3,4,0,104,49,0.077044025,0.003913347,0.796970139,-0.782134649,text
1016,3.045454545,10,21,22,68,15,116,13,0.012795276,0.02571582,-0.76885009,0.423480923,code
4404,0,0,13,20,6,3,700,345,0.078337875,0.001027475,0.828502826,-0.941715293,text
214,2.4,0,5,7,11,1,22,0,0,0.017616822,-1.08068653,-0.024370907,code
629,0.111111111,0,11,6,0,1,103,48,0.076311606,0.003546193,0.779120186,-0.802437239,text
263,0,0,7,2,22,30,46,2,0.007604563,0.05769962,-0.89535408,2.192095371,text
213,0,0,7,1,0,1,34,17,0.079812207,0.007159624,0.864434089,-0.602624629,text
35,0,0,1,1,0,2,6,2,0.057142857,0.022142857,0.311954451,0.225906119,text
540,0,0,7,5,0,2,91,44,0.081481481,0.00337963,0.905116351,-0.81164774,text
57,0,0,3,2,2,0,8,0,0,0.017105263,-1.08068653,-0.0526587,code
550,0,0,5,8,0,2,92,43,0.078181818,0.002681818,0.82469954,-0.850234756,text
44,0,0,2,3,0,0,5,0,0,0.007954545,-1.08068653,-0.558667725,code
5009,0.009433962,0,90,50,19,22,853,394,0.078658415,0.005315526,0.836314781,-0.704598078,text
323,2.1875,0,10,9,19,1,29,0,0,0.019920666,-1.08068653,0.103025161,code
118,0,0,3,1,0,1,20,9,0.076271186,0.006991525,0.778135119,-0.611920032,text
309,0,0,8,2,24,35,54,4,0.012944984,0.055987055,-0.765201518,2.097395343,code
1326,0,0,13,7,4,6,230,126,0.095022624,0.003751885,1.235130486,-0.791063041,text
1609,2.608108108,0,42,55,116,1,190,0,0,0.021056809,-1.08068653,0.165850693,code
1013,0,0,11,11,2,12,181,100,0.098716683,0.005898322,1.325159193,-0.672371126,text
17,0,0,1,1,0,1,3,0,0,0.027941176,-1.08068653,0.546536916,code
1149,0,0,5,18,2,1,209,117,0.101827676,0.001414273,1.400977882,-0.920326434,text
52,0.5,0,2,1,4,1,6,0,0,0.030288462,-1.08068653,0.676335197,code
103,0.142857143,0,1,0,0,1,19,10,0.097087379,0.004680999,1.285451059,-0.739685685,text
47,1.333333333,0,2,1,3,0,7,2,0.042553191,0.02322695,-0.043613459,0.285853433,code
131,0,0,2,4,2,0,22,9,0.06870229,0.00610687,0.593671902,-0.660838983,text
21,1.333333333,0,1,0,3,0,2,0,0,0.043650794,-1.08068653,1.415234687,code
109,0,0,2,0,0,0,19,12,0.110091743,0.003211009,1.60238325,-0.820971978,text
1632,2.602564103,0,60,56,123,2,182,0,0,0.023838927,-1.08068653,0.319694003,code
969,0.076923077,0,14,10,4,0,171,92,0.09494324,0.003461142,1.233195802,-0.80714036,text
66,2.666666667,0,3,2,7,0,8,0,0,0.033838384,-1.08068653,0.872635944,code
416,0.666666667,0,3,3,4,0,72,40,0.096153846,0.003505609,1.262699736,-0.804681435,text
75,2.666666667,0,2,2,7,0,9,0,0,0.027444444,-1.08068653,0.519069028,code
641,0.529411765,0,3,7,4,0,107,48,0.074882995,0.002264385,0.744303211,-0.873317657,text
63,2.666666667,0,2,2,7,0,7,0,0,0.032671958,-1.08068653,0.808135849,code
321,0.7,0,4,1,4,0,52,27,0.08411215,0.005093458,0.969228933,-0.71687784,text
65,2.666666667,0,2,2,7,0,7,0,0,0.031666667,-1.08068653,0.752546075,code
432,0.25,0,3,9,6,0,73,37,0.085648148,0.004369213,1.006663089,-0.756926557,text
69,2.666666667,0,2,2,7,0,7,0,0,0.029830918,-1.08068653,0.651034316,code
181,1.444444444,0,1,0,2,0,24,11,0.060773481,0.003852056,0.400437166,-0.78552386,text
77,2.666666667,0,2,2,7,0,9,0,0,0.026731602,-1.08068653,0.479650825,code
694,0.235294118,0,6,6,4,0,119,59,0.085014409,0.00282675,0.9912181,-0.842220416,text
137,3,0,4,5,10,4,18,1,0.00729927,0.031386861,-0.902794434,0.737073624,code
287,0.444444444,0,5,1,4,0,44,22,0.076655052,0.006262098,0.787490396,-0.652255304,text
141,3,0,4,5,10,4,18,1,0.007092199,0.030496454,-0.907841018,0.687836591,code
221,0.8,0,3,1,4,0,32,13,0.058823529,0.006628959,0.35291448,-0.631968923,text
145,4,0,4,5,10,4,18,1,0.006896552,0.03,-0.91260917,0.660384083,code
220,1.25,0,3,0,0,0,32,14,0.063636364,0.002670455,0.470209108,-0.850863133,text
141,3,0,4,5,10,4,18,1,0.007092199,0.030496454,-0.907841018,0.687836591,code
367,0.727272727,0,7,2,0,0,57,31,0.084468665,0.003436958,0.977917645,-0.808477634,text
142,3,0,4,5,9,4,18,1,0.007042254,0.028697183,-0.90905824,0.588341962,code
191,0.375,0,5,0,0,0,28,14,0.073298429,0.004679319,0.705685409,-0.739778542,text
140,2.75,0,4,5,10,4,18,1,0.007142857,0.030625,-0.906606407,0.69494483,code
18,1,0,1,0,0,0,1,0,0,0.0125,-1.08068653,-0.307316837,code
71,2.666666667,0,4,2,7,0,7,0,0,0.033920188,-1.08068653,0.877159474,code
108,1.777777778,0,6,2,7,0,9,0,0,0.025128601,-1.08068653,0.391009371,code
73,2.666666667,0,4,2,7,0,7,0,0,0.032990868,-1.08068653,0.825770672,code
259,0.666666667,0,4,3,0,0,44,20,0.077220077,0.002831403,0.801260742,-0.841963144,text
129,3,0,3,5,10,2,17,2,0.015503876,0.027325581,-0.702838202,0.512496235,code
632,0.04,0,8,1,0,3,105,54,0.085443038,0.003642405,1.001664304,-0.797116995,text
354,1.44,1,6,10,24,5,39,1,0.002824859,0.023367232,-1.011841284,0.293610595,code
1355,0.032258065,0,7,9,7,2,227,115,0.084870849,0.002510415,0.987719355,-0.859712847,text
32,0,0,1,0,3,0,4,0,0,0.0265625,-1.08068653,0.470299974,code
5,0.5,0,0,0,0,0,1,1,0.2,0.005,3.793556904,-0.722045803,text
36,0,0,1,0,3,0,4,0,0,0.023611111,-1.08068653,0.307096446,code
4,0,0,0,0,0,0,0,0,0,0,-1.08068653,-0.99853178,code
358,1.44,1,6,10,24,5,39,1,0.002793296,0.023106145,-1.012610504,0.27917325,code
349,0,0,3,7,0,0,62,29,0.083094556,0.001504298,0.944428937,-0.91534832,text
35,0,0,1,0,2,0,4,0,0,0.017857143,-1.08068653,-0.011081861,code
672,0,0,6,3,7,1,107,53,0.078869048,0.004352679,0.841448158,-0.757840862,text
694,1.783783784,1,31,15,40,13,64,1,0.001440922,0.026893644,-1.045569502,0.488611328,code
864,0,0,5,9,4,2,144,81,0.09375,0.002748843,1.20411508,-0.846528494,text
660,1.612903226,1,32,10,37,13,60,1,0.001515152,0.027508553,-1.043760443,0.522614067,code
593,0,0,4,6,2,1,102,50,0.084317032,0.002445194,0.974222169,-0.863319413,text
135,1,0,3,6,13,2,14,0,0,0.03037037,-1.08068653,0.680864526,code
578,0,0,0,10,4,0,105,52,0.089965398,0.001557093,1.111879721,-0.91242888,text
837,1.756097561,1,35,16,52,10,78,1,0.001194743,0.025284116,-1.051569186,0.39960891,code
425,0,0,2,9,2,0,73,34,0.08,0.001882353,0.869010844,-0.894442941,text
912,1.795454545,2,37,16,58,10,87,1,0.001096491,0.025345146,-1.053963704,0.402983686,code
458,0,0,6,4,0,1,76,28,0.061135371,0.002947598,0.409256878,-0.835537863,text
20,0,0,0,0,2,0,1,0,0,0.0225,-1.08068653,0.245655117,text
24,0,0,0,0,0,0,4,2,0.083333333,0,0.950248234,-0.99853178,text
20,0,0,0,0,2,0,1,0,0,0.0225,-1.08068653,0.245655117,text
16,0,0,0,0,0,0,3,1,0.0625,0,0.442514543,-0.99853178,text
11,0,0,0,0,2,0,0,0,0,0.040909091,-1.08068653,1.263626215,text
176,0.142857143,0,0,1,0,1,31,18,0.102272727,0.00174513,1.411824317,-0.902030992,text
1013,1.888888889,2,40,17,68,11,95,1,9.87E-04,0.025858287,-1.056628073,0.431358954,code
280,0,0,0,0,2,1,44,23,0.082142857,0.002678571,0.92123488,-0.850414292,text
1124,2.32,1,42,20,76,15,104,1,8.90E-04,0.026081851,-1.059003952,0.443721406,code
184,0,0,3,3,0,0,34,17,0.092391304,0.002853261,1.171002013,-0.840754456,text
1240,2.481481481,1,46,21,88,18,115,1,8.06E-04,0.027116189,-1.061032323,0.50091741,code
852,0,0,12,9,6,2,138,61,0.071596244,0.004753521,0.664201084,-0.735675393,text
352,1.285714286,0,13,10,21,4,36,0,0,0.023478084,-1.08068653,0.299740442,code
933,0,0,4,1,5,3,155,79,0.084673098,0.002920686,0.982899919,-0.837026038,text
465,2.615384615,1,19,14,42,15,62,3,0.006451613,0.037969396,-0.923452871,1.101069342,code
71,0,0,1,2,0,0,14,7,0.098591549,0.002464789,1.322109529,-0.862235876,text
120,4.666666667,0,5,4,22,7,22,0,0,0.067986111,-1.08068653,2.760909493,code
1791,0.093023256,0,13,6,4,2,325,178,0.099385818,0.002110358,1.341466824,-0.881834902,text
1304,3.096774194,5,67,23,76,31,149,14,0.010736196,0.030314293,-0.819032358,0.677763631,code
522,0.285714286,0,10,6,0,1,90,45,0.086206897,0.00395457,1.020280468,-0.779855131,text
1961,3.540229885,5,100,35,133,43,199,14,0.007139215,0.031490062,-0.906695178,0.74278033,code
1611,0.086956522,0,0,6,2,4,268,138,0.08566108,0.001026907,1.006978256,-0.94174668,text
2072,2.7,3,80,52,160,40,226,12,0.005791506,0.030349903,-0.939540485,0.679732764,code
674,0,0,2,3,0,1,115,64,0.09495549,9.64E-04,1.233494329,-0.945203624,text
2303,3.063157895,3,89,42,295,52,216,9,0.003907946,0.04274996,-0.985445125,1.365421113,code
860,0,0,2,3,2,3,138,65,0.075581395,0.001976744,0.76132407,-0.88922337,text
1631,2.947368421,2,46,35,128,18,148,1,6.13E-04,0.026301268,-1.06574403,0.455854587,code
402,0,0,4,2,0,1,63,26,0.064676617,0.002487562,0.495561347,-0.860976567,text
2570,3.127272727,3,88,51,323,62,242,9,0.003501946,0.041860453,-0.995339855,1.316233858,code
821,0,0,2,6,2,1,132,56,0.068209501,0.001339829,0.581662022,-0.924442967,text
758,3.944444444,6,12,22,64,16,80,12,0.015831135,0.030339343,-0.694862511,0.679148816,code
675,0,0,6,3,0,2,112,54,0.08,0.002444444,0.869010844,-0.863360858,text
1018,4.52,2,38,33,85,14,132,0,0,0.030158153,-1.08068653,0.669129514,code
283,0,0,3,0,0,1,46,23,0.081272085,0.002915194,0.900013099,-0.837329708,text
1901,6.186813187,1,27,61,161,66,198,2,0.001052078,0.0322511,-1.055046112,0.784863587,code
8525,0.005555556,0,21,43,33,11,1324,637,0.074721408,0.001689182,0.740365123,-0.905124745,text
78,0.75,0,2,1,5,0,8,1,0.012820513,0.019391026,-0.768235028,0.073737555,code
814,0,0,3,12,2,1,149,90,0.110565111,0.001566339,1.613919791,-0.911917622,text
34,1.333333333,0,2,1,3,1,4,0,0,0.040931373,-1.08068653,1.264858327,code
363,0.090909091,0,5,1,0,1,64,34,0.093663912,0.003249437,1.202017007,-0.818847054,text
236,3.111111111,0,10,1,9,11,31,4,0.016949153,0.030637947,-0.667615052,0.695660778,code
286,0,0,1,9,0,1,51,21,0.073426573,0.001660839,0.708808437,-0.906692032,text
169,1.333333333,0,4,1,12,4,17,4,0.023668639,0.027613412,-0.503852987,0.528412473,code
185,0,0,1,0,0,0,30,14,0.075675676,9.46E-04,0.763621796,-0.946223622,text
177,3.111111111,0,8,1,9,7,22,1,0.005649718,0.032093534,-0.942996037,0.776150653,code
823,0,0,6,10,2,1,142,73,0.088699878,0.00218712,1.081037472,-0.877590162,text
26,0,0,2,1,3,1,4,0,0,0.050961538,-1.08068653,1.819498372,code
380,0.1,0,5,5,4,0,63,34,0.089473684,0.004684211,1.099896059,-0.739508075,text
165,1.714285714,0,4,2,12,3,13,2,0.012121212,0.026580087,-0.785277837,0.471272462,code
151,0,0,0,0,0,1,23,12,0.079470199,0.001986755,0.856098941,-0.888669802,text
190,1.714285714,0,4,2,12,3,22,2,0.010526316,0.023082707,-0.824147402,0.277877167,code
30,0,0,0,1,0,1,5,2,0.066666667,0.01,0.544061281,-0.445559826,text
115,2,0,7,1,6,4,16,0,0,0.033695652,-1.08068653,0.864743283,code
280,0,0,1,4,0,2,51,28,0.1,0.002767857,1.356435187,-0.845477042,text
