 Length,Indentation,Comments,Non-Dic,Keywords,Separators,Operators,Number of words,StopWords,Stop Word Ratio,Score,STD StopWord,STD Score ,
275,2,0,6,3,19,6,27,3,0.010909091,0.026272727,-0.814818706,0.454276355,code
1011,0,0,4,9,4,1,162,79,0.078140455,0.001879327,0.823691469,-0.894610245,text
590,1.885714286,0,18,11,40,14,63,6,0.010169492,0.027871671,-0.832843643,0.542693442,code
1582,0,0,3,8,2,8,256,120,0.07585335,0.002133375,0.767951941,-0.880562099,text
90,0.666666667,0,1,7,4,0,11,0,0,0.012314815,-1.08068653,-0.317557058,code
1735,0.029411765,0,0,16,1,0,311,164,0.094524496,1.31E-04,1.222990482,-0.991313804,text
952,1.420289855,4,9,34,74,23,140,3,0.003151261,0.027516822,-1.003886476,0.523071301,code
351,0,0,3,3,0,0,58,28,0.07977208,0.001495726,0.86345615,-0.915822299,text
1162,2.756756757,3,16,6,111,78,160,0,0,0.044804508,-1.08068653,1.479031833,code
85,0,0,0,2,0,1,15,6,0.070588235,0.003529412,0.639634682,-0.803365208,text
17,0,0,0,0,3,1,4,0,0,0.057352941,-1.08068653,2.172925017,code
54,0,0,0,1,0,1,10,4,0.074074074,0.005555556,0.724588816,-0.691325139,text
57,0,0,0,0,9,3,12,0,0,0.051315789,-1.08068653,1.839087459,code
1470,0.029411765,0,9,18,5,10,249,118,0.080272109,0.003878551,0.875642467,-0.784058764,text
192,2.8,0,5,5,21,9,23,0,0,0.043958333,-1.08068653,1.432240769,code
70,1,0,1,1,0,1,9,5,0.071428571,0.0075,0.660114697,-0.583802814,text
771,2.736842105,2,16,6,71,38,116,0,0,0.039963479,-1.08068653,1.211336514,code
302,0,0,0,3,0,1,50,23,0.07615894,9.93E-04,0.775399546,-0.943600791,text
86,2.166666667,0,0,4,7,2,12,0,0,0.026550388,-1.08068653,0.469630192,code
57,0,0,0,2,0,1,9,3,0.052631579,0.005263158,0.202009111,-0.707493909,text
300,1.636363636,0,7,6,25,10,38,0,0,0.033106061,-1.08068653,0.832140523,code
4836,0.00952381,0,12,41,10,17,822,400,0.082712986,0.001954193,0.935129613,-0.890470401,text
55,0.666666667,0,0,1,10,5,10,0,0,0.068787879,-1.08068653,2.805244997,code
1665,0.029411765,0,2,15,10,1,281,153,0.091891892,0.001742625,1.158830724,-0.902169506,text
789,4.742857143,0,24,21,80,30,96,0,0,0.039844288,-1.08068653,1.204745574,code
255,0,0,1,3,0,1,43,21,0.082352941,0.001862745,0.926354884,-0.8955272,text
1706,3.482758621,0,54,55,124,58,197,0,0,0.032194688,-1.08068653,0.781744181,code
1710,0.055555556,0,20,13,2,6,270,105,0.061403509,0.003364198,0.415791717,-0.812501091,text
