 Length,Indentation,Comments,Non-Dic,Keywords,Separators,Operators,Number of words,StopWords,Stop Word Ratio,Score,STD StopWord,STD Score ,
31,0,0,0,0,0,0,6,2,0.064516129,0,0.519383854,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
17,0,0,1,0,0,0,2,0,0,0.010294118,-0.560372074,0.035474618, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
190,0,0,0,0,0,0,28,12,0.063157895,0,0.49665215,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
18,0,0,1,0,0,0,2,0,0,0.009722222,-0.560372074,0.013487626, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
174,0,0,1,1,0,0,31,14,0.08045977,0.001005747,0.786220089,-0.32162445, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
14,0,0,1,0,0,0,2,0,0,0.0125,-0.560372074,0.120281585, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
109,0,0,3,1,0,0,16,3,0.027522936,0.004816514,-0.099742252,-0.175116383, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
14,0,0,1,0,0,0,2,0,0,0.0125,-0.560372074,0.120281585, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
367,0,0,0,9,0,0,71,35,0.095367847,0,1.035724905,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
309,0,0,0,4,0,1,59,29,0.093851133,9.71E-04,1.010340838,-0.322965184, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
459,0.125,0,1,9,0,0,79,41,0.089324619,3.95E-04,0.934584119,-0.345109734, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
210,0,0,0,2,0,0,38,16,0.076190476,0,0.71476826,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
32,0,0,0,0,0,1,6,3,0.09375,0.009375,1.008648259,1.38E-04, text
52,0,0,0,0,0,0,7,3,0.057692308,0,0.4051789,-0.360291228, text
14,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
15,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
22,0,0,0,0,0,0,3,1,0.045454545,0,0.200365057,-0.360291228, text
13,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
17,0,0,0,0,0,0,3,0,0,0,-0.560372074,-0.360291228, text
19,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
21,0,0,0,1,0,0,3,0,0,0,-0.560372074,-0.360291228, text
44,0,0,1,0,0,1,7,3,0.068181818,0.010795455,0.580733623,0.054748928, text
31,0,0,0,0,0,0,5,2,0.064516129,0,0.519383854,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
135,0,0,0,0,0,0,22,10,0.074074074,0,0.679347695,-0.360291228, text
15,1,0,0,0,0,0,2,1,0.066666667,0.003333333,0.555375718,-0.232138478, text
159,0.333333333,0,0,2,0,0,29,14,0.088050314,1.05E-04,0.913257086,-0.356261268, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
38,0,0,0,1,0,0,8,5,0.131578947,0,1.641761727,-0.360291228, text
26,0,0,0,0,0,0,5,2,0.076923077,0,0.727029225,-0.360291228, text
63,0,0,0,1,0,0,11,5,0.079365079,0,0.767899108,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
195,0,0,0,2,0,0,35,18,0.092307692,0,0.984509485,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
16,0,0,1,0,0,0,2,0,0,0.0109375,-0.560372074,0.060209983, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
160,0,0,3,1,2,0,25,12,0.075,0.00609375,0.694844193,-0.126011982, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
16,0,0,1,0,0,0,2,0,0,0.0109375,-0.560372074,0.060209983, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
111,0,0,2,0,0,1,20,12,0.108108108,0.005855856,1.248948671,-0.135158019, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
16,0,0,1,0,0,0,2,0,0,0.0109375,-0.560372074,0.060209983, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
65,0,0,1,0,0,1,11,5,0.076923077,0.007307692,0.727029225,-0.079340968, text
3,0,0,0,0,0,0,1,1,0.333333333,0,5.01836689,-0.360291228, text
23,0,0,0,0,0,0,4,3,0.130434783,0,1.622612738,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
16,0,0,1,0,0,0,2,0,0,0.0109375,-0.560372074,0.060209983, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
40,0,0,0,1,0,0,5,0,0,0,-0.560372074,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
16,0,0,1,0,0,0,2,0,0,0.0109375,-0.560372074,0.060209983, text
3,0.5,0,0,0,0,0,0,0,0,0.008333333,-0.560372074,-0.039909353, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
59,0,0,0,1,0,0,7,1,0.016949153,0,-0.276707381,-0.360291228, text
53,0,0,0,0,0,0,10,6,0.113207547,0,1.334293989,-0.360291228, text
23,0,0,0,0,0,0,3,0,0,0,-0.560372074,-0.360291228, text
3,0.5,0,0,0,0,0,0,0,0,0.008333333,-0.560372074,-0.039909353, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
40,0,0,0,1,0,0,8,4,0.1,0,1.113249615,-0.360291228, text
13,0,0,1,0,0,0,3,0,0,0.013461538,-0.560372074,0.157248724, text
55,0.5,0,0,0,0,0,8,4,0.072727273,4.55E-04,0.656807336,-0.342815853, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
307,0.166666667,0,0,6,0,0,56,25,0.081433225,2.71E-05,0.802512037,-0.359247639, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
203,0,0,0,4,0,0,38,18,0.088669951,0,0.923627453,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
180,0,0,0,1,0,1,29,15,0.083333333,0.001666667,0.834312667,-0.296214853, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
91,0,0,0,0,0,0,19,13,0.142857143,0,1.830516053,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
330,0,0,0,2,0,0,54,21,0.063636364,0,0.50465991,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
53,0,0,1,0,0,0,9,4,0.075471698,0.003301887,0.702738635,-0.233347466, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
45,0,0,0,0,0,0,7,4,0.088888889,0,0.927291649,-0.360291228, text
4,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
17,0,0,0,0,0,0,3,1,0.058823529,0,0.424111272,-0.360291228, text
6,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
23,0,0,0,0,0,1,4,2,0.086956522,0.013043478,0.894951134,0.141176055, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
15,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
33,0,0,0,0,0,0,3,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
30,0,0,0,0,0,0,3,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
25,0,0,1,0,0,0,4,2,0.08,0.007,0.778525277,-0.091170453, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
19,0,0,2,0,0,0,3,1,0.052631579,0.018421053,0.320481446,0.347921338, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
17,0,0,0,0,0,1,3,2,0.117647059,0.017647059,1.408594619,0.318164508, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
28,0,0,0,0,0,1,4,1,0.035714286,0.010714286,0.037349957,0.051628326, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
21,0,0,0,0,0,0,3,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
17,0,0,0,0,0,0,3,1,0.058823529,0,0.424111272,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
8,0,0,0,0,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
18,0,0,0,0,0,0,3,1,0.055555556,0,0.369417753,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
22,0,0,0,0,0,0,3,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,1,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
4,0,0,0,1,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
36,0,0,0,0,0,0,4,1,0.027777778,0,-0.095477161,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
33,0,0,0,0,0,1,6,3,0.090909091,0.009090909,0.961102189,-0.010783728, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
10,0,0,0,0,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
13,0,0,1,0,0,0,1,0,0,0.013461538,-0.560372074,0.157248724, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
24,0,0,0,0,0,0,3,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
17,0,0,0,1,0,0,3,1,0.058823529,0,0.424111272,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
45,0,0,0,0,0,0,5,1,0.022222222,0,-0.188456143,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
7,0,0,0,0,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
17,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
6,0,0,0,0,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
15,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
15,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
22,0,0,0,0,0,0,3,1,0.045454545,0,0.200365057,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
23,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
17,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
9,0,0,0,0,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
7,0,0,0,0,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
19,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
20,0,0,0,0,0,1,5,1,0.05,0.015,0.27643877,0.216396147, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
41,0,0,0,0,0,0,5,2,0.048780488,0,0.25602875,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
15,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
22,0,0,0,0,0,0,3,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
19,0,0,0,0,0,0,4,1,0.052631579,0,0.320481446,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
19,0,0,0,0,0,0,4,1,0.052631579,0,0.320481446,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
10,0,0,0,0,0,0,2,1,0.1,0,1.113249615,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
15,0,0,1,0,0,1,2,1,0.066666667,0.031666667,0.555375718,0.857159898, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
23,0,0,1,0,0,1,4,1,0.043478261,0.020652174,0.16728953,0.433698636, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
32,0,0,1,0,0,0,5,1,0.03125,0.00546875,-0.037365297,-0.150040623, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
19,0,0,2,0,0,0,4,1,0.052631579,0.018421053,0.320481446,0.347921338, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
29,0,0,1,0,0,0,4,1,0.034482759,0.006034483,0.016738853,-0.12829056, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
18,0,0,1,0,0,0,3,1,0.055555556,0.009722222,0.369417753,0.013487626, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
18,0,0,1,0,0,0,3,0,0,0.009722222,-0.560372074,0.013487626, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
13,0,0,0,0,0,0,3,1,0.076923077,0,0.727029225,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
10,0,0,0,0,0,0,2,1,0.1,0,1.113249615,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
12,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
55,0,0,0,0,0,1,7,1,0.018181818,0.005454545,-0.256077222,-0.150586728, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
18,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
13,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
22,0,0,0,0,0,1,3,0,0,0.013636364,-0.560372074,0.163970022, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
9,0,0,0,0,0,0,2,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
37,0,0,0,0,0,1,5,1,0.027027027,0.008108108,-0.108041888,-0.048568323, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
24,0,0,0,0,0,1,4,0,0,0.0125,-0.560372074,0.120281585, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
26,0,0,0,0,0,1,3,0,0,0.011538462,-0.560372074,0.083314445, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
50,0,0,0,0,0,1,6,2,0.04,0.006,0.109076601,-0.129616278, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
36,0,0,0,0,0,1,5,2,0.055555556,0.008333333,0.369417753,-0.039909353, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
26,0,0,0,0,0,0,4,2,0.076923077,0,0.727029225,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
19,0,0,0,0,0,0,3,1,0.052631579,0,0.320481446,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
7,0,0,0,0,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
13,0,0,0,0,0,0,2,1,0.076923077,0,0.727029225,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
39,0,0,0,0,0,1,6,1,0.025641026,0.007692308,-0.131238308,-0.064554113, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
16,0,0,1,0,0,0,2,0,0,0.0109375,-0.560372074,0.060209983, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
12,0,0,0,0,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
54,0,0,0,1,0,1,8,2,0.037037037,0.005555556,0.059487811,-0.146703311, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
18,0,0,0,0,0,0,3,1,0.055555556,0,0.369417753,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
16,0,0,0,0,0,0,1,0,0,0,-0.560372074,-0.360291228, text
2,0,0,0,0,0,0,0,0,0,0,-0.560372074,-0.360291228, text
