@RELATION codesnippets

@ATTRIBUTE length		NUMERIC
@ATTRIBUTE indentation	NUMERIC
@ATTRIBUTE comments	NUMERIC
@ATTRIBUTE nondic		NUMERIC
@ATTRIBUTE keywords	NUMERIC
@ATTRIBUTE separator	NUMERIC
@ATTRIBUTE operator	NUMERIC
@ATTRIBUTE numofwords	NUMERIC
@ATTRIBUTE stopwords	NUMERIC
@ATTRIBUTE class  	{text, code}

@DATA
137,0,0,2,0,0,2,21,13,text
212,2.166666667,0,7,3,22,5,13,1,code
2054,0.041666667,0,51,9,0,4,314,147,text
268,2.526315789,0,7,3,26,9,13,1,code
102,0,0,3,0,2,1,15,7,text
268,2.526315789,0,7,3,26,9,13,1,code
220,0,0,8,3,0,0,35,14,text
271,2,0,8,3,27,9,14,1,code
1191,0,1,27,4,0,4,178,19.5,text
35,0,0,1,0,3,1,4,0,code
956,0.055555556,0,22,1,10,1,149,69,text
204,1.692307692,1,5,3,23,3,14,0.25,code
389,0,0,11,1,4,0,48,16,text
164,1.307692308,1,5,1,15,6,8,0.25,code
399,0,0,8,1,0,1,60,26,text
431,1.903225806,2,14,4,39,11,24,0.25,code
223,0,0,4,1,0,2,34,19,text
146,1.5,0,4,2,15,6,8,0,code
4159,0.012195122,0,128,20,23,10,580,237,text
127,1.6,0,2,3,14,2,8,0,code
1063,0,0,30,9,7,8,132,47,text
173,1.846153846,0,3,3,20,3,9,0,code
189,0,0,3,1,0,1,23,7,text
151,1.454545455,0,4,3,14,6,8,0,code
1429,0,0,35,6,0,1,203,92,text
1093,3.936170213,0,42,8,101,19,64,1,code
1575,0,0,59,3,16,1,207,78,text
1344,2.966101695,0,53,12,122,30,73,1,code
3213,0,0,93,10,15,7,446,193,text
40,0,0,1,0,9,0,1,0,code
471,0.0625,0,11,0,2,1,70,33,text
62,0,0,2,0,9,3,4,0,code
1395,0,0,36,3,9,1,200,94,text
69,0,0,1,0,15,5,1,0,code
476,0,0,12,3,0,0,65,30,text
96,0.333333333,0,3,0,15,7,5,0,code
563,0.375,0,12,4,0,3,85,37,text
106,0.333333333,0,4,0,14,6,6,0,code
384,0.125,0,9,3,2,4,53,23,text
85,0,0,3,0,15,3,4,0,code
146,0,0,2,0,0,1,21,10,text
85,0,0,1,0,10,2,1,0,code
1034,0,0,30,5,1,0,147,55,text
729,3.2,5,22,4,57,21,46,2.5,code
2184,0.003021148,0,33,6,100,4,213,101,text
264,3.125,0,7,3,37,9,11,0,code
337,0,0,6,1,0,0,53,26,text
364,4.476190476,0,8,3,48,10,11,0,code
913,0,0,23,4,0,1,116,41,text
339,3.777777778,0,9,3,50,13,13,0,code
1117,0,0,29,4,2,1,153,60,text
402,4.333333333,0,11,2,46,13,15,0,code
461,0,0,10,2,0,1,62,26,text
308,2.238095238,1,9,3,24,12,20,0.5,code
43,0,0,0,1,0,1,5,1,text
30,0,0,1,0,0,4,1,0,text
220,0,0,7,0,0,1,36,19,text
339,2.304347826,1,9,3,26,13,21,0.5,code
48,0,0,0,1,0,1,7,2,text
30,0,0,1,0,0,4,1,0,text
714,0.052631579,0,20,0,2,1,108,51,text
951,3.282608696,4,29,3,101,37,52,1.75,code
208,0,0,5,4,0,1,28,10,text
220,2.545454545,2,8,3,16,0,21,0.75,code
2101,0.05,0,45,13,4,4,299,131,text
329,3.733333333,2,8,3,22,1,24,1.5,code
1323,0,0,37,9,4,1,198,91,text
34,0,0,1,0,3,2,3,0,code
1729,0.025,0,39,6,6,3,260,117,text
495,4.260869565,0,16,4,36,5,34,5,code
200,0,0,4,1,1,1,31,12,text
24,0,0,2,0,2,2,5,0,text
1807,0.024390244,0,51,6,10,2,276,117,text
322,4.2,1,11,2,24,3,16,0.25,code
556,0,0,15,6,0,1,83,33,text
953,3.025641026,9,27,2,45,18,56,2.75,code
170,0.1,0,3,0,0,1,24,12,text
60,0,0,3,0,3,1,4,0,code
174,0.333333333,0,5,1,0,0,25,12,text
47,0,0,4,0,3,1,4,0,code
636,0.277777778,0,19,2,4,0,91,37,text
1016,3.045454545,10,36,3,68,15,66,2.25,code
4404,0,0,115,10,6,3,589,252,text
214,2.4,0,8,4,11,1,17,0,code
629,0.111111111,0,20,4,0,1,90,39,text
263,0,0,16,0,22,30,25,2,text
213,0,0,10,1,0,1,30,12,text
35,0,0,1,1,0,2,5,2,text
540,0,0,19,3,0,2,75,31,text
57,0,0,3,1,2,0,7,0,code
550,0,0,14,5,0,2,78,33,text
44,0,0,2,3,0,0,5,0,code
5009,0.009433962,0,190,27,19,22,700,266,text
323,2.1875,0,10,5,19,1,20,0,code
118,0,0,3,1,0,1,19,8,text
309,0,0,18,0,24,35,28,2,code
1326,0,0,43,6,4,6,193,91,text
1609,2.608108108,0,76,18,116,1,123,0,code
1013,0,0,35,8,2,12,154,73,text
17,0,0,1,1,0,1,3,0,code
1149,0,0,35,9,2,1,177,88,text
52,0.5,0,2,0,4,1,3,0,code
103,0.142857143,0,2,0,0,1,19,9,text
47,1.333333333,0,2,0,3,0,6,2,code
131,0,0,4,4,2,0,20,6,text
21,1.333333333,0,1,0,3,0,2,0,code
109,0,0,4,0,0,0,18,9,text
1632,2.602564103,0,78,18,123,2,110,0,code
969,0.076923077,0,25,7,4,0,151,72,text
66,2.666666667,0,2,2,7,0,6,0,code
416,0.666666667,0,15,1,4,0,62,30,text
75,2.666666667,0,2,2,7,0,7,0,code
641,0.529411765,0,19,3,4,0,92,35,text
63,2.666666667,0,2,2,7,0,5,0,code
321,0.7,0,9,0,4,0,43,21,text
65,2.666666667,0,2,2,7,0,5,0,code
432,0.25,0,15,4,6,0,57,29,text
69,2.666666667,0,2,2,7,0,5,0,code
181,1.444444444,0,4,0,2,0,22,8,text
77,2.666666667,0,2,2,7,0,7,0,code
694,0.235294118,0,16,2,4,0,100,43,text
137,3,0,6,2,10,4,11,0,code
287,0.444444444,0,8,1,4,0,36,17,text
41,3,0,6,2,10,4,11,0,code
221,0.8,0,4,0,4,0,26,11,text
145,4,0,6,2,10,4,11,0,code
220,1.25,0,2,0,0,0,30,14,text
141,3,0,6,2,10,4,11,0,code
367,0.727272727,0,11,1,0,0,51,25,text
142,3,0,6,2,9,4,11,0,code
191,0.375,0,6,0,0,0,25,10,text
140,2.75,0,6,2,10,4,12,0,code
18,1,0,1,0,0,0,1,0,code
71,2.666666667,0,2,2,7,0,5,0,code
108,1.777777778,0,4,1,7,0,5,0,code
73,2.666666667,0,2,2,7,0,5,0,code
259,0.666666667,0,8,3,0,0,39,13,text
129,3,0,5,2,10,2,10,1,code
632,0.04,0,21,1,0,3,95,43,text
354,1.44,1,12,4,24,5,22,0.25,code
1355,0.032258065,0,40,4,7,2,186,72,text
32,0,0,1,0,3,0,2,0,code
5,0.5,0,0,0,0,0,2,1,text
36,0,0,1,0,3,0,2,0,code
4,0,0,0,0,0,0,1,0,code
358,1.44,1,12,4,24,5,22,0.25,code
349,0,0,10,5,0,0,56,22,text
35,0,0,1,0,2,0,2,0,code
672,0,0,16,1,7,1,97,43,text
694,1.783783784,1,19,4,40,13,29,0.25,code
864,0,0,28,8,4,2,124,52,text
660,1.612903226,1,15,4,37,13,25,0.25,code
593,0,0,19,5,2,1,93,38,text
135,1,0,3,2,13,2,5,0,code
578,0,0,14,4,4,0,91,41,text
837,1.756097561,1,21,6,52,10,34,0.25,code
425,0,0,12,8,2,0,68,23,text
912,1.795454545,2,25,6,58,10,41,0.25,code
458,0,0,15,1,0,1,56,22,text
20,0,0,0,0,2,0,1,0,text
24,0,0,1,0,0,0,3,1,text
20,0,0,0,0,2,0,1,0,text
16,0,0,0,0,0,0,3,1,text
11,0,0,0,0,2,0,1,0,text
176,0.142857143,0,4,0,0,1,29,14,text
1013,1.888888889,2,27,6,68,11,44,0.25,code
280,0,0,5,0,2,1,41,22,text
1124,2.32,1,29,6,76,15,46,0.25,code
184,0,0,6,2,0,0,33,14,text
1240,2.481481481,1,32,6,88,18,48,0.25,code
852,0,0,29,4,6,2,109,43,text
352,1.285714286,0,12,5,21,4,21,0,code
933,0,0,24,1,5,3,132,56,text
465,2.615384615,1,15,5,42,15,33,0.5,code
71,0,0,1,2,0,0,14,7,text
120,4.666666667,0,4,0,22,7,10,0,code
1791,0.093023256,0,56,1,4,2,268,123,text
1304,3.096774194,5,33,7,76,31,68,3,code
522,0.285714286,0,17,5,0,1,75,29,text
1961,3.540229885,5,42,7,133,43,77,3,code
1611,0.086956522,0,41,4,2,4,226,102,text
2072,2.7,3,77,17,160,40,118,2.75,code
674,0,0,19,2,0,1,98,49,text
2303,3.063157895,3,64,9,295,53,87,1,code
860,0,0,23,1,2,3,114,48,text
1631,2.947368421,2,42,11,128,18,66,0.25,code
402,0,0,12,2,0,1,55,19,text
2570,3.127272727,3,70,11,323,63,97,1,code
821,0,0,21,3,2,1,111,40,text
758,3.944444444,6,26,4,64,16,33,0.5,code
675,0,0,19,1,0,2,94,43,text
1018,4.52,2,46,10,85,14,68,0,code
283,0,0,9,0,0,1,42,19,text
1901,6.186813187,1,40,8,161,69,65,0,code
8525,0.005555556,0,247,17,33,11,1051,428,text
78,0.75,0,3,1,5,0,5,0,code
814,0,0,23,3,2,1,120,59,text
34,1.333333333,0,3,0,3,1,3,0,code
363,0.090909091,0,14,0,0,1,51,25,text
236,3.111111111,0,14,0,9,11,18,0,code
286,0,0,9,5,0,1,45,17,text
169,1.333333333,0,6,1,12,4,8,0,code
185,0,0,5,0,0,0,26,11,text
177,3.111111111,0,11,0,9,7,13,0,code
823,0,0,29,4,2,1,114,49,text
26,0,0,3,0,3,1,3,0,code
380,0.1,0,14,2,4,0,55,22,text
165,1.714285714,0,5,1,12,3,6,0,code
151,0,0,3,0,0,1,20,8,text
190,1.714285714,0,8,1,12,3,10,0,code
30,0,0,0,1,0,1,6,2,text
115,2,0,8,0,6,4,10,0,code
280,0,0,8,3,0,2,43,19,text
275,2,0,9,1,19,6,11,0,code
1011,0,0,27,7,4,1,138,59,text
590,1.885714286,0,21,4,40,14,31,0,code
1582,0,0,40,6,2,8,214,89,text
90,0.666666667,0,3,5,4,0,9,0,code
1735,0.029411765,0,42,11,1,0,274,122,text
952,1.420289855,4,44,13,74,23,84,0.75,code
351,0,0,9,1,0,0,50,21,text
1162,2.756756757,3,49,2,111,78,78,0,code
85,0,0,2,2,0,1,13,4,text
17,0,0,1,0,3,1,3,0,code
54,0,0,2,1,0,1,8,4,text
57,0,0,3,0,9,3,7,0,code
1470,0.029411765,0,43,6,5,10,207,85,text
192,2.8,0,9,1,21,9,11,0,code
70,1,0,1,1,0,1,9,5,text
771,2.736842105,2,28,3,71,38,56,0,code
302,0,0,4,2,0,1,48,19,text
86,2.166666667,0,2,2,7,2,9,0,code
57,0,0,0,2,0,1,10,3,text
300,1.636363636,0,10,3,25,10,18,0,code
4836,0.00952381,0,128,27,10,17,696,301,text
55,0.666666667,0,2,0,10,5,3,0,code
1665,0.029411765,0,36,12,10,1,253,115,text
789,4.742857143,0,23,4,80,30,35,0,code
255,0,0,6,3,0,1,40,15,text
1706,3.482758621,0,47,6,124,58,79,0,code
1710,0.055555556,0,50,7,2,6,225,80,text
404,0.052631579,0,13,4,4,1,49,19,text
388,4.375,5,12,4,7,10,26,1.75,code
1512,3.675675676,0,30,25,0,0,187,83,text
470,4.583333333,2,8,2,19,11,32,2.75,code
403,0,0,11,6,0,0,56,25,text
434,1.333333333,2,10,2,26,10,34,2.75,code
1176,0.205882353,0,32,8,4,4,151,61,text
12,0,0,1,1,0,1,2,0,code
371,0.666666667,0,11,1,0,0,42,10,text
